course_id,college_id,course_name,specialization,duration_years,annual_fees,total_fees,intake
CRS00380,CLG0095,Executive MBA,General Management,1,821083,821083,255
CRS00381,CLG0096,MBA,Finance,2,824589,1649178,246
CRS00382,CLG0096,MBA,Marketing,2,824589,1649178,226
CRS00383,CLG0096,MBA,Operations Management,2,824589,1649178,252
CRS00384,CLG0096,Executive MBA,General Management,1,805846,805846,287
CRS00385,CLG0097,MBA,Finance,2,902874,1805748,209
CRS00386,CLG0097,MBA,Marketing,2,902874,1805748,288
CRS00387,CLG0097,MBA,Operations Management,2,902874,1805748,203
CRS00388,CLG0097,Executive MBA,General Management,1,800364,800364,270
CRS00389,CLG0098,MBA,Finance,2,797941,1595882,238
CRS00390,CLG0098,MBA,Marketing,2,797941,1595882,257
CRS00391,CLG0098,MBA,Operations Management,2,797941,1595882,205
CRS00392,CLG0098,Executive MBA,General Management,1,894395,894395,235
CRS00393,CLG0099,MBA,Finance,2,807823,1615646,270
CRS00394,CLG0099,MBA,Marketing,2,807823,1615646,257
CRS00395,CLG0099,MBA,Operations Management,2,807823,1615646,292
CRS00396,CLG0099,Executive MBA,General Management,1,895045,895045,265
CRS00397,CLG0100,MBA,Finance,2,830161,1660322,256
CRS00398,CLG0100,MBA,Marketing,2,830161,1660322,201
CRS00399,CLG0100,MBA,Operations Management,2,830161,1660322,211
CRS00400,CLG0100,Executive MBA,General Management,1,890060,890060,259
CRS00401,CLG0101,MBBS,NULL,5.5,1581,8695,112
CRS00402,CLG0101,MD,General Medicine,3,6058,18174,16
CRS00403,CLG0101,MS,General Surgery,3,7052,21156,16
CRS00404,CLG0101,B.Sc Nursing,NULL,4,17992,71968,12
CRS00405,CLG0102,MBBS,NULL,5.5,1512,8316,103
CRS00406,CLG0102,MD,General Medicine,3,7415,22245,13
CRS00407,CLG0102,MS,General Surgery,3,8808,26424,12
CRS00408,CLG0102,B.Sc Nursing,NULL,4,17041,68164,13
CRS00409,CLG0103,MBBS,NULL,5.5,1562,8591,89
CRS00410,CLG0103,MD,General Medicine,3,7526,22578,13
CRS00411,CLG0103,MS,General Surgery,3,9426,28278,15
CRS00412,CLG0103,B.Sc Nursing,NULL,4,17742,70968,14
CRS00413,CLG0104,MBBS,NULL,5.5,1649,9069,105
CRS00414,CLG0104,MD,General Medicine,3,7224,21672,13
CRS00415,CLG0104,MS,General Surgery,3,6758,20274,15
CRS00416,CLG0104,B.Sc Nursing,NULL,4,17950,71800,16
CRS00417,CLG0105,MBBS,NULL,5.5,1208,6644,95
CRS00418,CLG0105,MD,General Medicine,3,6231,18693,15
CRS00419,CLG0105,MS,General Surgery,3,7499,22497,16
CRS00420,CLG0105,B.Sc Nursing,NULL,4,15135,60540,13
CRS00421,CLG0106,MBBS,NULL,5.5,1206,6633,102
CRS00422,CLG0106,MD,General Medicine,3,8376,25128,15
CRS00423,CLG0106,MS,General Surgery,3,8601,25803,16
CRS00424,CLG0106,B.Sc Nursing,NULL,4,16764,67056,13
CRS00425,CLG0107,MBBS,NULL,5.5,1662,9141,103
CRS00426,CLG0107,MD,General Medicine,3,7441,22323,14
CRS00427,CLG0107,MS,General Surgery,3,7010,21030,14
CRS00428,CLG0107,B.Sc Nursing,NULL,4,14205,56820,14
CRS00429,CLG0108,MBBS,NULL,5.5,1441,7925,92
CRS00430,CLG0108,MD,General Medicine,3,6097,18291,17
CRS00431,CLG0108,MS,General Surgery,3,6409,19227,13
CRS00432,CLG0108,B.Sc Nursing,NULL,4,12714,50856,13
CRS00433,CLG0109,MBBS,NULL,5.5,1737,9553,98
CRS00434,CLG0109,MD,General Medicine,3,9796,29388,14
CRS00435,CLG0109,MS,General Surgery,3,8074,24222,14
CRS00436,CLG0109,B.Sc Nursing,NULL,4,16388,65552,13
CRS00437,CLG0110,MBBS,NULL,5.5,1612,8866,102
CRS00438,CLG0110,MD,General Medicine,3,9378,28134,15
CRS00439,CLG0110,MS,General Surgery,3,7890,23670,14
CRS00440,CLG0110,B.Sc Nursing,NULL,4,13051,52204,16
CRS00441,CLG0111,MBBS,NULL,5.5,1418,7799,105
CRS00442,CLG0111,MD,General Medicine,3,6531,19593,14
CRS00443,CLG0111,MS,General Surgery,3,7034,21102,13
CRS00444,CLG0111,B.Sc Nursing,NULL,4,13720,54880,12
CRS00445,CLG0112,MBBS,NULL,5.5,1683,9256,98
CRS00446,CLG0112,MD,General Medicine,3,7523,22569,14
CRS00447,CLG0112,MS,General Surgery,3,7407,22221,15
CRS00448,CLG0112,B.Sc Nursing,NULL,4,12114,48456,13
CRS00449,CLG0113,MBBS,NULL,5.5,1613,8871,112
CRS00450,CLG0113,MD,General Medicine,3,8041,24123,14
CRS00451,CLG0113,MS,General Surgery,3,6495,19485,15
CRS00452,CLG0113,B.Sc Nursing,NULL,4,12619,50476,13
CRS00453,CLG0114,MBBS,NULL,5.5,1525,8387,111
CRS00454,CLG0114,MD,General Medicine,3,7400,22200,16
CRS00455,CLG0114,MS,General Surgery,3,6657,19971,14
CRS00456,CLG0114,B.Sc Nursing,NULL,4,12328,49312,16
CRS00457,CLG0115,MBBS,NULL,5.5,1581,8695,106
CRS00458,CLG0115,MD,General Medicine,3,7544,22632,16
CRS00459,CLG0115,MS,General Surgery,3,9049,27147,13
CRS00460,CLG0115,B.Sc Nursing,NULL,4,16526,66104,16
CRS00461,CLG0116,MBBS,NULL,5.5,1675,9212,101
CRS00462,CLG0116,MD,General Medicine,3,8715,26145,13
CRS00463,CLG0116,MS,General Surgery,3,8039,24117,13
CRS00464,CLG0116,B.Sc Nursing,NULL,4,16390,65560,16
CRS00465,CLG0117,BA LLB (Hons),Constitutional Law,5,427257,2136285,104
CRS00466,CLG0117,BBA LLB (Hons),Corporate Law,5,475829,2379145,124
CRS00467,CLG0117,LLM,Criminal Law,1,482193,482193,136
CRS00468,CLG0117,LLM,Corporate Law,1,482193,482193,117
CRS00469,CLG0118,BA LLB (Hons),Constitutional Law,5,241911,1209555,129
CRS00470,CLG0118,BBA LLB (Hons),Corporate Law,5,202694,1013470,123
CRS00471,CLG0118,LLM,Criminal Law,1,219318,219318,134
CRS00472,CLG0118,LLM,Corporate Law,1,219318,219318,109
CRS00473,CLG0119,BA LLB (Hons),Constitutional Law,5,214456,1072280,136
CRS00474,CLG0119,BBA LLB (Hons),Corporate Law,5,230150,1150750,117
CRS00475,CLG0119,LLM,Criminal Law,1,231334,231334,117
CRS00476,CLG0119,LLM,Corporate Law,1,231334,231334,127
CRS00477,CLG0120,BA LLB (Hons),Constitutional Law,5,135303,676515,90
CRS00478,CLG0120,BBA LLB (Hons),Corporate Law,5,116234,581170,108
CRS00479,CLG0120,LLM,Criminal Law,1,127174,127174,86
CRS00480,CLG0120,LLM,Corporate Law,1,127174,127174,107
CRS00481,CLG0121,BA LLB (Hons),Constitutional Law,5,205031,1025155,108
CRS00482,CLG0121,BBA LLB (Hons),Corporate Law,5,203148,1015740,108
CRS00483,CLG0121,LLM,Criminal Law,1,239685,239685,109
CRS00484,CLG0121,LLM,Corporate Law,1,239685,239685,125
CRS00485,CLG0122,BA LLB (Hons),Constitutional Law,5,216202,1081010,105
CRS00486,CLG0122,BBA LLB (Hons),Corporate Law,5,238453,1192265,114
CRS00487,CLG0122,LLM,Criminal Law,1,210315,210315,105
CRS00488,CLG0122,LLM,Corporate Law,1,210315,210315,137
CRS00489,CLG0123,BA LLB (Hons),Constitutional Law,5,205880,1029400,112
CRS00490,CLG0123,BBA LLB (Hons),Corporate Law,5,202809,1014045,123
CRS00491,CLG0123,LLM,Criminal Law,1,221887,221887,121
CRS00492,CLG0123,LLM,Corporate Law,1,221887,221887,132
CRS00493,CLG0124,BA LLB (Hons),Constitutional Law,5,234669,1173345,119
CRS00494,CLG0124,BBA LLB (Hons),Corporate Law,5,216480,1082400,118
CRS00495,CLG0124,LLM,Criminal Law,1,219815,219815,117
CRS00496,CLG0124,LLM,Corporate Law,1,219815,219815,135
CRS00497,CLG0125,BA LLB (Hons),Constitutional Law,5,223128,1115640,117
CRS00498,CLG0125,BBA LLB (Hons),Corporate Law,5,216717,1083585,111
CRS00499,CLG0125,LLM,Criminal Law,1,220620,220620,127
CRS00500,CLG0125,LLM,Corporate Law,1,220620,220620,125
CRS00501,CLG0126,BA LLB (Hons),Constitutional Law,5,201124,1005620,122
CRS00502,CLG0126,BBA LLB (Hons),Corporate Law,5,211833,1059165,108
CRS00503,CLG0126,LLM,Criminal Law,1,227308,227308,106
CRS00504,CLG0126,LLM,Corporate Law,1,227308,227308,127
CRS00505,CLG0127,BA LLB (Hons),Constitutional Law,5,211292,1056460,137
CRS00506,CLG0127,BBA LLB (Hons),Corporate Law,5,224162,1120810,114
CRS00507,CLG0127,LLM,Criminal Law,1,217254,217254,128
CRS00508,CLG0127,LLM,Corporate Law,1,217254,217254,126
CRS00509,CLG0128,BA LLB (Hons),Constitutional Law,5,218055,1090275,102
CRS00510,CLG0128,BBA LLB (Hons),Corporate Law,5,222393,1111965,125
CRS00511,CLG0128,LLM,Criminal Law,1,206852,206852,103
CRS00512,CLG0128,LLM,Corporate Law,1,206852,206852,123
CRS00513,CLG0129,BA LLB (Hons),Constitutional Law,5,231756,1158780,136
CRS00514,CLG0129,BBA LLB (Hons),Corporate Law,5,230942,1154710,125
CRS00515,CLG0129,LLM,Criminal Law,1,205330,205330,107
CRS00516,CLG0129,LLM,Corporate Law,1,205330,205330,115
CRS00517,CLG0130,BA LLB (Hons),Constitutional Law,5,213980,1069900,115
CRS00518,CLG0130,BBA LLB (Hons),Corporate Law,5,218226,1091130,110
CRS00519,CLG0130,LLM,Criminal Law,1,202373,202373,111
CRS00520,CLG0130,LLM,Corporate Law,1,202373,202373,108
CRS00521,CLG0131,BA LLB (Hons),Constitutional Law,5,217210,1086050,126
CRS00522,CLG0131,BBA LLB (Hons),Corporate Law,5,202149,1010745,111
CRS00523,CLG0131,LLM,Criminal Law,1,235457,235457,134
CRS00524,CLG0131,LLM,Corporate Law,1,235457,235457,103
CRS00525,CLG0132,BA LLB (Hons),Constitutional Law,5,208700,1043500,128
CRS00526,CLG0132,BBA LLB (Hons),Corporate Law,5,231686,1158430,131
CRS00527,CLG0132,LLM,Criminal Law,1,202826,202826,102
CRS00528,CLG0132,LLM,Corporate Law,1,202826,202826,103
CRS00529,CLG0133,BA LLB (Hons),Constitutional Law,5,218869,1094345,133
CRS00530,CLG0133,BBA LLB (Hons),Corporate Law,5,225750,1128750,114
CRS00531,CLG0133,LLM,Criminal Law,1,210157,210157,133
CRS00532,CLG0133,LLM,Corporate Law,1,210157,210157,136
CRS00533,CLG0134,BA LLB (Hons),Constitutional Law,5,223203,1116015,136
CRS00534,CLG0134,BBA LLB (Hons),Corporate Law,5,201454,1007270,123
CRS00535,CLG0134,LLM,Criminal Law,1,226868,226868,107
CRS00536,CLG0134,LLM,Corporate Law,1,226868,226868,114
CRS00537,CLG0135,BA LLB (Hons),Constitutional Law,5,214130,1070650,106
CRS00538,CLG0135,BBA LLB (Hons),Corporate Law,5,199271,996355,132
CRS00539,CLG0135,LLM,Criminal Law,1,205634,205634,114
CRS00540,CLG0135,LLM,Corporate Law,1,205634,205634,131
CRS00541,CLG0136,BA LLB (Hons),Constitutional Law,5,213857,1069285,112
CRS00542,CLG0136,BBA LLB (Hons),Corporate Law,5,237049,1185245,119
CRS00543,CLG0136,LLM,Criminal Law,1,233965,233965,130
CRS00544,CLG0136,LLM,Corporate Law,1,233965,233965,123
CRS00545,CLG0137,BA (Hons),Political Science,3,13054,39162,91
CRS00546,CLG0137,BSc (Hons),Chemistry,3,17608,52824,67
CRS00547,CLG0137,MA,History,2,12702,25404,64
CRS00548,CLG0137,MSc,Mathematics,2,12949,25898,82
CRS00549,CLG0138,BA (Hons),Political Science,3,16117,48351,79
CRS00550,CLG0138,BSc (Hons),Chemistry,3,12070,36210,70
CRS00551,CLG0138,MA,History,2,16796,33592,70
CRS00552,CLG0138,MSc,Mathematics,2,13054,26108,65
CRS00553,CLG0139,BA (Hons),Political Science,3,14132,42396,88
CRS00554,CLG0139,BSc (Hons),Chemistry,3,17316,51948,87
CRS00555,CLG0139,MA,History,2,12256,24512,66
CRS00556,CLG0139,MSc,Mathematics,2,16879,33758,71
CRS00557,CLG0140,BA (Hons),Political Science,3,15287,45861,69
CRS00558,CLG0140,BSc (Hons),Chemistry,3,14367,43101,83
CRS00559,CLG0140,MA,History,2,17268,34536,69
CRS00560,CLG0140,MSc,Mathematics,2,15247,30494,77
CRS00561,CLG0141,BA (Hons),Political Science,3,15730,47190,89
CRS00562,CLG0141,BSc (Hons),Chemistry,3,14322,42966,84
CRS00563,CLG0141,MA,History,2,17130,34260,89
CRS00564,CLG0141,MSc,Mathematics,2,15341,30682,93
CRS00565,CLG0142,BA (Hons),Political Science,3,12120,36360,69
CRS00566,CLG0142,BSc (Hons),Chemistry,3,17849,53547,77
CRS00567,CLG0142,MA,History,2,17472,34944,69
CRS00568,CLG0142,MSc,Mathematics,2,12106,24212,67
CRS00569,CLG0143,BA (Hons),Political Science,3,17225,51675,94
CRS00570,CLG0143,BSc (Hons),Chemistry,3,17635,52905,85
CRS00571,CLG0143,MA,History,2,16738,33476,74
CRS00572,CLG0143,MSc,Mathematics,2,13512,27024,85
CRS00573,CLG0144,BA (Hons),Political Science,3,14076,42228,80
CRS00574,CLG0144,BSc (Hons),Chemistry,3,14220,42660,92
CRS00575,CLG0144,MA,History,2,12511,25022,74
CRS00576,CLG0144,MSc,Mathematics,2,14005,28010,89
CRS00577,CLG0145,BA (Hons),Political Science,3,14831,44493,72
CRS00578,CLG0145,BSc (Hons),Chemistry,3,17484,52452,82
CRS00579,CLG0145,MA,History,2,17899,35798,68
CRS00580,CLG0145,MSc,Mathematics,2,17721,35442,78
CRS00581,CLG0146,BA (Hons),Political Science,3,17346,52038,87
CRS00582,CLG0146,BSc (Hons),Chemistry,3,14661,43983,73
CRS00583,CLG0146,MA,History,2,16132,32264,67
CRS00584,CLG0146,MSc,Mathematics,2,17118,34236,91
CRS00585,CLG0147,BA (Hons),Political Science,3,12928,38784,92
CRS00586,CLG0147,BSc (Hons),Chemistry,3,12882,38646,82
CRS00587,CLG0147,MA,History,2,13851,27702,82
CRS00588,CLG0147,MSc,Mathematics,2,14007,28014,90
CRS00589,CLG0148,BA (Hons),Political Science,3,12407,37221,76
CRS00590,CLG0148,BSc (Hons),Chemistry,3,16606,49818,84
CRS00591,CLG0148,MA,History,2,16273,32546,95
CRS00592,CLG0148,MSc,Mathematics,2,16635,33270,75
CRS00593,CLG0149,BA (Hons),Political Science,3,14732,44196,85
CRS00594,CLG0149,BSc (Hons),Chemistry,3,13355,40065,93
CRS00595,CLG0149,MA,History,2,15451,30902,70
CRS00596,CLG0149,MSc,Mathematics,2,15575,31150,74
CRS00597,CLG0150,BA (Hons),Political Science,3,16348,49044,77
CRS00598,CLG0150,BSc (Hons),Chemistry,3,14205,42615,87
CRS00599,CLG0150,MA,History,2,13816,27632,84
CRS00600,CLG0150,MSc,Mathematics,2,17181,34362,67
CRS00601,CLG0151,BA (Hons),Political Science,3,14866,44598,89
CRS00602,CLG0151,BSc (Hons),Chemistry,3,12512,37536,82
CRS00603,CLG0151,MA,History,2,16962,33924,66
CRS00604,CLG0151,MSc,Mathematics,2,16005,32010,64
CRS00605,CLG0152,BA (Hons),Political Science,3,12154,36462,86
CRS00606,CLG0152,BSc (Hons),Chemistry,3,17244,51732,74
CRS00607,CLG0152,MA,History,2,16537,33074,84
CRS00608,CLG0152,MSc,Mathematics,2,15328,30656,72
CRS00609,CLG0153,BA (Hons),Political Science,3,12208,36624,64
CRS00610,CLG0153,BSc (Hons),Chemistry,3,15640,46920,68
CRS00611,CLG0153,MA,History,2,12169,24338,64
CRS00612,CLG0153,MSc,Mathematics,2,16921,33842,76
CRS00613,CLG0154,BA (Hons),Political Science,3,13534,40602,74
CRS00614,CLG0154,BSc (Hons),Chemistry,3,17685,53055,80
CRS00615,CLG0154,MA,History,2,13102,26204,71
CRS00616,CLG0154,MSc,Mathematics,2,16816,33632,75
CRS00617,CLG0155,BA (Hons),Political Science,3,14151,42453,91
CRS00618,CLG0155,BSc (Hons),Chemistry,3,13203,39609,88
CRS00619,CLG0155,MA,History,2,16057,32114,94
CRS00620,CLG0155,MSc,Mathematics,2,15920,31840,78
CRS00621,CLG0156,BA (Hons),Political Science,3,13953,41859,68
CRS00622,CLG0156,BSc (Hons),Chemistry,3,16828,50484,72
CRS00623,CLG0156,MA,History,2,17416,34832,73
CRS00624,CLG0156,MSc,Mathematics,2,16850,33700,76
CRS00625,CLG0157,BA (Hons),Political Science,3,17830,53490,67
CRS00626,CLG0157,BSc (Hons),Chemistry,3,17835,53505,77
CRS00627,CLG0157,MA,History,2,16558,33116,85
CRS00628,CLG0157,MSc,Mathematics,2,12885,25770,67
CRS00629,CLG0158,BA (Hons),Political Science,3,16389,49167,69
CRS00630,CLG0158,BSc (Hons),Chemistry,3,12298,36894,91
CRS00631,CLG0158,MA,History,2,13032,26064,73
CRS00632,CLG0158,MSc,Mathematics,2,16340,32680,77
CRS00633,CLG0159,BA (Hons),Political Science,3,12311,36933,80
CRS00634,CLG0159,BSc (Hons),Chemistry,3,13696,41088,95
CRS00635,CLG0159,MA,History,2,15300,30600,79
CRS00636,CLG0159,MSc,Mathematics,2,17388,34776,95
CRS00637,CLG0160,BA (Hons),Political Science,3,15392,46176,82
CRS00638,CLG0160,BSc (Hons),Chemistry,3,14682,44046,90
CRS00639,CLG0160,MA,History,2,14807,29614,86
CRS00640,CLG0160,MSc,Mathematics,2,17625,35250,92
CRS00641,CLG0161,BA (Hons),Political Science,3,13907,41721,68
CRS00642,CLG0161,BSc (Hons),Chemistry,3,14356,43068,72
CRS00643,CLG0161,MA,History,2,13320,26640,64
CRS00644,CLG0161,MSc,Mathematics,2,14631,29262,83
CRS00645,CLG0162,BA (Hons),Political Science,3,17745,53235,81
CRS00646,CLG0162,BSc (Hons),Chemistry,3,15867,47601,71
CRS00647,CLG0162,MA,History,2,17366,34732,94
CRS00648,CLG0162,MSc,Mathematics,2,14334,28668,75
CRS00649,CLG0163,BA (Hons),Political Science,3,14890,44670,75
CRS00650,CLG0163,BSc (Hons),Chemistry,3,13990,41970,85
CRS00651,CLG0163,MA,History,2,12064,24128,85
CRS00652,CLG0163,MSc,Mathematics,2,12484,24968,79
CRS00653,CLG0164,BA (Hons),Political Science,3,12616,37848,92
CRS00654,CLG0164,BSc (Hons),Chemistry,3,14073,42219,76
CRS00655,CLG0164,MA,History,2,12917,25834,74
CRS00656,CLG0164,MSc,Mathematics,2,15090,30180,64
CRS00657,CLG0165,BA (Hons),Political Science,3,12331,36993,82
CRS00658,CLG0165,BSc (Hons),Chemistry,3,15011,45033,87
CRS00659,CLG0165,MA,History,2,15497,30994,95
CRS00660,CLG0165,MSc,Mathematics,2,12097,24194,76
CRS00661,CLG0166,B.Tech,Computer Science and Engineering,4,167086,668344,102
CRS00662,CLG0166,B.Tech,Electronics and Communication Engineering,4,167086,668344,99
CRS00663,CLG0166,B.Tech,Mechanical Engineering,4,167086,668344,112
CRS00664,CLG0166,M.Tech,VLSI Design,2,93979,187958,117
CRS00665,CLG0167,B.Tech,Computer Science and Engineering,4,133782,535128,110
CRS00666,CLG0167,B.Tech,Electronics and Communication Engineering,4,133782,535128,102
CRS00667,CLG0167,B.Tech,Mechanical Engineering,4,133782,535128,131
CRS00668,CLG0167,M.Tech,VLSI Design,2,82593,165186,114
CRS00669,CLG0168,B.Tech,Computer Science and Engineering,4,131518,526072,111
CRS00670,CLG0168,B.Tech,Electronics and Communication Engineering,4,131518,526072,123
CRS00671,CLG0168,B.Tech,Mechanical Engineering,4,131518,526072,132
CRS00672,CLG0168,M.Tech,VLSI Design,2,78835,157670,135
CRS00673,CLG0169,B.Tech,Computer Science and Engineering,4,171559,686236,100
CRS00674,CLG0169,B.Tech,Electronics and Communication Engineering,4,171559,686236,133
CRS00675,CLG0169,B.Tech,Mechanical Engineering,4,171559,686236,119
CRS00676,CLG0169,M.Tech,VLSI Design,2,87032,174064,118
CRS00677,CLG0170,B.Tech,Computer Science and Engineering,4,131284,525136,114
CRS00678,CLG0170,B.Tech,Electronics and Communication Engineering,4,131284,525136,123
CRS00679,CLG0170,B.Tech,Mechanical Engineering,4,131284,525136,113
CRS00680,CLG0170,M.Tech,VLSI Design,2,92049,184098,121
CRS00681,CLG0171,B.Tech,Computer Science and Engineering,4,240542,962168,103
CRS00682,CLG0171,B.Tech,Electronics and Communication Engineering,4,240542,962168,99
CRS00683,CLG0171,B.Tech,Mechanical Engineering,4,240542,962168,92
CRS00684,CLG0171,M.Tech,VLSI Design,2,138570,277140,95
CRS00685,CLG0172,BA (Hons),Political Science,3,83738,251214,91
CRS00686,CLG0172,BSc (Hons),Chemistry,3,85777,257331,72
CRS00687,CLG0172,MA,History,2,83841,167682,87
CRS00688,CLG0172,MSc,Mathematics,2,90477,180954,69
CRS00689,CLG0173,BA (Hons),Political Science,3,67504,202512,79
CRS00690,CLG0173,BSc (Hons),Chemistry,3,64019,192057,82
CRS00691,CLG0173,MA,History,2,53381,106762,93
CRS00692,CLG0173,MSc,Mathematics,2,68046,136092,91
CRS00693,CLG0174,B.Tech,Computer Science and Engineering,4,232281,929124,102
CRS00694,CLG0174,B.Tech,Electronics and Communication Engineering,4,232281,929124,78
CRS00695,CLG0174,B.Tech,Mechanical Engineering,4,232281,929124,81
CRS00696,CLG0174,M.Tech,VLSI Design,2,137454,274908,79
CRS00697,CLG0175,BA (Hons),Political Science,3,65500,196500,82
CRS00698,CLG0175,BSc (Hons),Chemistry,3,58592,175776,76
CRS00699,CLG0175,MA,History,2,61007,122014,65
CRS00700,CLG0175,MSc,Mathematics,2,55082,110164,92
CRS00701,CLG0176,B.Tech,Computer Science and Engineering,4,227309,909236,95
CRS00702,CLG0176,B.Tech,Electronics and Communication Engineering,4,227309,909236,105
CRS00703,CLG0176,B.Tech,Mechanical Engineering,4,227309,909236,76
CRS00704,CLG0176,M.Tech,VLSI Design,2,130359,260718,87
CRS00705,CLG0177,B.Tech,Computer Science and Engineering,4,211607,846428,93
CRS00706,CLG0177,B.Tech,Electronics and Communication Engineering,4,211607,846428,92
CRS00707,CLG0177,B.Tech,Mechanical Engineering,4,211607,846428,103
CRS00708,CLG0177,M.Tech,VLSI Design,2,123816,247632,103
CRS00709,CLG0178,BA (Hons),Political Science,3,57737,173211,68
CRS00710,CLG0178,BSc (Hons),Chemistry,3,67248,201744,74
CRS00711,CLG0178,MA,History,2,65643,131286,84
CRS00712,CLG0178,MSc,Mathematics,2,55118,110236,66
CRS00713,CLG0179,BA (Hons),Political Science,3,59863,179589,67
CRS00714,CLG0179,BSc (Hons),Chemistry,3,51667,155001,74
CRS00715,CLG0179,MA,History,2,55744,111488,78
CRS00716,CLG0179,MSc,Mathematics,2,52792,105584,90
CRS00717,CLG0180,BA (Hons),Political Science,3,80841,242523,69
CRS00718,CLG0180,BSc (Hons),Chemistry,3,93680,281040,93
CRS00719,CLG0180,MA,History,2,89732,179464,75
CRS00720,CLG0180,MSc,Mathematics,2,80015,160030,65
CRS00721,CLG0181,BA (Hons),Political Science,3,91198,273594,64
CRS00722,CLG0181,BSc (Hons),Chemistry,3,78630,235890,88
CRS00723,CLG0181,MA,History,2,97551,195102,71
CRS00724,CLG0181,MSc,Mathematics,2,89873,179746,64
CRS00725,CLG0182,B.Tech,Computer Science and Engineering,4,144240,576960,112
CRS00726,CLG0182,B.Tech,Electronics and Communication Engineering,4,144240,576960,136
CRS00727,CLG0182,B.Tech,Mechanical Engineering,4,144240,576960,138
CRS00728,CLG0182,M.Tech,VLSI Design,2,90518,181036,136
CRS00729,CLG0183,B.Tech,Computer Science and Engineering,4,128314,513256,140
CRS00730,CLG0183,B.Tech,Electronics and Communication Engineering,4,128314,513256,112
CRS00731,CLG0183,B.Tech,Mechanical Engineering,4,128314,513256,126
CRS00732,CLG0183,M.Tech,VLSI Design,2,99255,198510,101
CRS00733,CLG0184,B.Tech,Computer Science and Engineering,4,163239,652956,127
CRS00734,CLG0184,B.Tech,Electronics and Communication Engineering,4,163239,652956,112
CRS00735,CLG0184,B.Tech,Mechanical Engineering,4,163239,652956,105
CRS00736,CLG0184,M.Tech,VLSI Design,2,97338,194676,119
CRS00737,CLG0185,B.Tech,Computer Science and Engineering,4,37560,150240,93
CRS00738,CLG0185,B.Tech,Electronics and Communication Engineering,4,37560,150240,89
CRS00739,CLG0185,B.Tech,Mechanical Engineering,4,37560,150240,85
CRS00740,CLG0185,M.Tech,VLSI Design,2,26920,53840,85
CRS00741,CLG0186,BA (Hons),Political Science,3,86193,258579,95
CRS00742,CLG0186,BSc (Hons),Chemistry,3,102158,306474,68
CRS00743,CLG0186,MA,History,2,100314,200628,93
CRS00744,CLG0186,MSc,Mathematics,2,90148,180296,71
CRS00745,CLG0187,BA (Hons),Political Science,3,93504,280512,71
CRS00746,CLG0187,BSc (Hons),Chemistry,3,96272,288816,84
CRS00747,CLG0187,MA,History,2,82944,165888,79
CRS00748,CLG0187,MSc,Mathematics,2,102673,205346,83
CRS00749,CLG0188,BA (Hons),Political Science,3,52263,156789,86
CRS00750,CLG0188,BSc (Hons),Chemistry,3,68533,205599,77
CRS00751,CLG0188,MA,History,2,56241,112482,91
CRS00752,CLG0188,MSc,Mathematics,2,65529,131058,74
CRS00753,CLG0189,BA (Hons),Political Science,3,56763,170289,78
CRS00754,CLG0189,BSc (Hons),Chemistry,3,53856,161568,87
CRS00755,CLG0189,MA,History,2,61656,123312,83
CRS00756,CLG0189,MSc,Mathematics,2,60532,121064,81
CRS00757,CLG0190,BA (Hons),Political Science,3,59127,177381,81
CRS00758,CLG0190,BSc (Hons),Chemistry,3,61017,183051,89
CRS00759,CLG0190,MA,History,2,62996,125992,82
CRS00760,CLG0190,MSc,Mathematics,2,67394,134788,91
CRS00761,CLG0191,B.Tech,Computer Science and Engineering,4,160368,641472,102
CRS00762,CLG0191,B.Tech,Electronics and Communication Engineering,4,160368,641472,122
CRS00763,CLG0191,B.Tech,Mechanical Engineering,4,160368,641472,123
CRS00764,CLG0191,M.Tech,VLSI Design,2,82521,165042,119
CRS00765,CLG0192,B.Tech,Computer Science and Engineering,4,158959,635836,113
CRS00766,CLG0192,B.Tech,Electronics and Communication Engineering,4,158959,635836,118
CRS00767,CLG0192,B.Tech,Mechanical Engineering,4,158959,635836,102
CRS00768,CLG0192,M.Tech,VLSI Design,2,94889,189778,107
CRS00769,CLG0193,B.Tech,Computer Science and Engineering,4,144919,579676,108
CRS00770,CLG0193,B.Tech,Electronics and Communication Engineering,4,144919,579676,102
CRS00771,CLG0193,B.Tech,Mechanical Engineering,4,144919,579676,121
CRS00772,CLG0193,M.Tech,VLSI Design,2,99325,198650,110
CRS00773,CLG0194,B.Tech,Computer Science and Engineering,4,43370,173480,90
CRS00774,CLG0194,B.Tech,Electronics and Communication Engineering,4,43370,173480,74
CRS00775,CLG0194,B.Tech,Mechanical Engineering,4,43370,173480,105
CRS00776,CLG0194,M.Tech,VLSI Design,2,25845,51690,88
CRS00777,CLG0195,B.Tech,Computer Science and Engineering,4,34679,138716,97
CRS00778,CLG0195,B.Tech,Electronics and Communication Engineering,4,34679,138716,80
CRS00779,CLG0195,B.Tech,Mechanical Engineering,4,34679,138716,83
CRS00780,CLG0195,M.Tech,VLSI Design,2,21555,43110,83
CRS00781,CLG0196,B.Tech,Computer Science and Engineering,4,37603,150412,92
CRS00782,CLG0196,B.Tech,Electronics and Communication Engineering,4,37603,150412,95
CRS00783,CLG0196,B.Tech,Mechanical Engineering,4,37603,150412,100
CRS00784,CLG0196,M.Tech,VLSI Design,2,21726,43452,96
