cutoff_id,college_id,exam,category,course,closing_rank,year
CUT00769,CLG0077,JEE Main,General,Artificial Intelligence and Data Science,168556,2024
CUT00770,CLG0077,JEE Main,EWS,Artificial Intelligence and Data Science,1022090,2025
CUT00771,CLG0078,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2021
CUT00772,CLG0078,JEE Main,OBC-NCL,Mechanical Engineering,1200000,2022
CUT00773,CLG0078,JEE Main,EWS,Mechanical Engineering,1200000,2023
CUT00774,CLG0078,JEE Main,EWS,Mechanical Engineering,1200000,2024
CUT00775,CLG0078,JEE Main,SC,Mechanical Engineering,1200000,2025
CUT00776,CLG0078,JEE Main,OBC-NCL,Biotechnology,1200000,2021
CUT00777,CLG0078,JEE Main,OBC-NCL,Biotechnology,1200000,2022
CUT00778,CLG0078,JEE Main,General,Biotechnology,1200000,2023
CUT00779,CLG0078,JEE Main,General,Biotechnology,1200000,2024
CUT00780,CLG0078,JEE Main,OBC-NCL,Biotechnology,1200000,2025
CUT00781,CLG0079,JEE Main,OBC-NCL,Civil Engineering,1200000,2021
CUT00782,CLG0079,JEE Main,General,Civil Engineering,1200000,2022
CUT00783,CLG0079,JEE Main,SC,Civil Engineering,1200000,2023
CUT00784,CLG0079,JEE Main,General,Civil Engineering,1200000,2024
CUT00785,CLG0079,JEE Main,OBC-NCL,Civil Engineering,1200000,2025
CUT00786,CLG0079,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,893999,2021
CUT00787,CLG0079,JEE Main,ST,Artificial Intelligence and Data Science,1200000,2022
CUT00788,CLG0079,JEE Main,ST,Artificial Intelligence and Data Science,1200000,2023
CUT00789,CLG0079,JEE Main,OBC-NCL,Artificial Intelligence and Data Science,887210,2024
CUT00790,CLG0079,JEE Main,General,Artificial Intelligence and Data Science,191242,2025
CUT00791,CLG0080,CAT,SC,MBA (Analytics),88.07,2021
CUT00792,CLG0080,CAT,OBC-NCL,MBA (Analytics),95.69,2022
CUT00793,CLG0080,CAT,ST,MBA (Analytics),80.81,2023
CUT00794,CLG0080,CAT,SC,MBA (Analytics),86.73,2024
CUT00795,CLG0080,CAT,General,MBA (Analytics),98.74,2025
CUT00796,CLG0080,CAT,OBC-NCL,MBA (Finance),96.05,2021
CUT00797,CLG0080,CAT,General,MBA (Finance),99.06,2022
CUT00798,CLG0080,CAT,General,MBA (Finance),98.61,2023
CUT00799,CLG0080,CAT,OBC-NCL,MBA (Finance),96.34,2024
CUT00800,CLG0080,CAT,ST,MBA (Finance),80.46,2025
CUT00801,CLG0081,CAT,SC,MBA (Finance),87.65,2021
CUT00802,CLG0081,CAT,ST,MBA (Finance),80.3,2022
CUT00803,CLG0081,CAT,OBC-NCL,MBA (Finance),95.44,2023
CUT00804,CLG0081,CAT,OBC-NCL,MBA (Finance),95.59,2024
CUT00805,CLG0081,CAT,OBC-NCL,MBA (Finance),96.87,2025
CUT00806,CLG0081,CAT,EWS,MBA (Analytics),98.17,2021
CUT00807,CLG0081,CAT,General,MBA (Analytics),99.41,2022
CUT00808,CLG0081,CAT,General,MBA (Analytics),98.12,2023
CUT00809,CLG0081,CAT,General,MBA (Analytics),98.66,2024
CUT00810,CLG0081,CAT,General,MBA (Analytics),99.89,2025
CUT00811,CLG0082,CAT,General,MBA / PGP,99.06,2021
CUT00812,CLG0082,CAT,EWS,MBA / PGP,97.45,2022
CUT00813,CLG0082,CAT,General,MBA / PGP,99.95,2023
CUT00814,CLG0082,CAT,ST,MBA / PGP,81.7,2024
CUT00815,CLG0082,CAT,OBC-NCL,MBA / PGP,96.29,2025
CUT00816,CLG0082,CAT,General,MBA (Analytics),99.25,2021
CUT00817,CLG0082,CAT,General,MBA (Analytics),99.89,2022
CUT00818,CLG0082,CAT,ST,MBA (Analytics),80.75,2023
CUT00819,CLG0082,CAT,OBC-NCL,MBA (Analytics),96.81,2024
CUT00820,CLG0082,CAT,General,MBA (Analytics),99.55,2025
CUT00821,CLG0083,CAT,EWS,MBA / PGP,97.23,2021
CUT00822,CLG0083,CAT,SC,MBA / PGP,87.23,2022
CUT00823,CLG0083,CAT,General,MBA / PGP,98.4,2023
CUT00824,CLG0083,CAT,ST,MBA / PGP,82.07,2024
CUT00825,CLG0083,CAT,OBC-NCL,MBA / PGP,94.18,2025
CUT00826,CLG0083,CAT,General,MBA (Analytics),99.18,2021
CUT00827,CLG0083,CAT,General,MBA (Analytics),98.53,2022
CUT00828,CLG0083,CAT,OBC-NCL,MBA (Analytics),94.84,2023
CUT00829,CLG0083,CAT,General,MBA (Analytics),99.71,2024
CUT00830,CLG0083,CAT,General,MBA (Analytics),97.52,2025
CUT00831,CLG0084,CAT,EWS,MBA (Finance),97.87,2021
CUT00832,CLG0084,CAT,EWS,MBA (Finance),96.68,2022
CUT00833,CLG0084,CAT,SC,MBA (Finance),88.21,2023
CUT00834,CLG0084,CAT,General,MBA (Finance),98.03,2024
CUT00835,CLG0084,CAT,General,MBA (Finance),97.15,2025
CUT00836,CLG0084,CAT,General,MBA / PGP,99.8,2021
CUT00837,CLG0084,CAT,SC,MBA / PGP,86.69,2022
CUT00838,CLG0084,CAT,General,MBA / PGP,99.05,2023
CUT00839,CLG0084,CAT,ST,MBA / PGP,80.73,2024
CUT00840,CLG0084,CAT,OBC-NCL,MBA / PGP,94.72,2025
CUT00841,CLG0085,CAT,OBC-NCL,MBA (Analytics),94.18,2021
CUT00842,CLG0085,CAT,OBC-NCL,MBA (Analytics),94.21,2022
CUT00843,CLG0085,CAT,General,MBA (Analytics),96.11,2023
CUT00844,CLG0085,CAT,General,MBA (Analytics),97.64,2024
CUT00845,CLG0085,CAT,General,MBA (Analytics),99.32,2025
CUT00846,CLG0085,CAT,SC,MBA / PGP,85.51,2021
CUT00847,CLG0085,CAT,General,MBA / PGP,96.25,2022
CUT00848,CLG0085,CAT,General,MBA / PGP,96.1,2023
CUT00849,CLG0085,CAT,General,MBA / PGP,96.75,2024
CUT00850,CLG0085,CAT,OBC-NCL,MBA / PGP,96.08,2025
CUT00851,CLG0086,CAT,General,MBA (Analytics),97.01,2021
CUT00852,CLG0086,CAT,General,MBA (Analytics),96.1,2022
CUT00853,CLG0086,CAT,OBC-NCL,MBA (Analytics),93.59,2023
CUT00854,CLG0086,CAT,General,MBA (Analytics),96.44,2024
CUT00855,CLG0086,CAT,OBC-NCL,MBA (Analytics),93.83,2025
CUT00856,CLG0086,CAT,ST,MBA / PGP,78.66,2021
CUT00857,CLG0086,CAT,EWS,MBA / PGP,95.06,2022
CUT00858,CLG0086,CAT,OBC-NCL,MBA / PGP,92.67,2023
CUT00859,CLG0086,CAT,General,MBA / PGP,95.47,2024
CUT00860,CLG0086,CAT,OBC-NCL,MBA / PGP,92.71,2025
CUT00861,CLG0087,CAT,General,MBA / PGP,96.13,2021
CUT00862,CLG0087,CAT,OBC-NCL,MBA / PGP,91.92,2022
CUT00863,CLG0087,CAT,General,MBA / PGP,94.6,2023
CUT00864,CLG0087,CAT,General,MBA / PGP,94.1,2024
CUT00865,CLG0087,CAT,OBC-NCL,MBA / PGP,92.96,2025
CUT00866,CLG0087,CAT,EWS,MBA (Analytics),94.18,2021
CUT00867,CLG0087,CAT,ST,MBA (Analytics),76.12,2022
CUT00868,CLG0087,CAT,SC,MBA (Analytics),82.22,2023
CUT00869,CLG0087,CAT,ST,MBA (Analytics),76.24,2024
CUT00870,CLG0087,CAT,OBC-NCL,MBA (Analytics),92.41,2025
CUT00871,CLG0088,CAT,General,MBA (Analytics),96.21,2021
CUT00872,CLG0088,CAT,General,MBA (Analytics),95.07,2022
CUT00873,CLG0088,CAT,ST,MBA (Analytics),79.4,2023
CUT00874,CLG0088,CAT,General,MBA (Analytics),96.58,2024
CUT00875,CLG0088,CAT,General,MBA (Analytics),93.69,2025
CUT00876,CLG0088,CAT,SC,MBA / PGP,83.55,2021
CUT00877,CLG0088,CAT,General,MBA / PGP,94.87,2022
CUT00878,CLG0088,CAT,OBC-NCL,MBA / PGP,93.07,2023
CUT00879,CLG0088,CAT,General,MBA / PGP,95.61,2024
CUT00880,CLG0088,CAT,General,MBA / PGP,93.48,2025
CUT00881,CLG0089,CAT,ST,MBA / PGP,77.19,2021
CUT00882,CLG0089,CAT,EWS,MBA / PGP,93.06,2022
CUT00883,CLG0089,CAT,General,MBA / PGP,94.16,2023
CUT00884,CLG0089,CAT,OBC-NCL,MBA / PGP,92.38,2024
CUT00885,CLG0089,CAT,OBC-NCL,MBA / PGP,92.12,2025
CUT00886,CLG0089,CAT,OBC-NCL,MBA (Analytics),92.14,2021
CUT00887,CLG0089,CAT,OBC-NCL,MBA (Analytics),92.18,2022
CUT00888,CLG0089,CAT,EWS,MBA (Analytics),92.39,2023
CUT00889,CLG0089,CAT,ST,MBA (Analytics),77.72,2024
CUT00890,CLG0089,CAT,OBC-NCL,MBA (Analytics),91.62,2025
CUT00891,CLG0090,CAT,SC,MBA / PGP,82.68,2021
CUT00892,CLG0090,CAT,General,MBA / PGP,94.04,2022
CUT00893,CLG0090,CAT,ST,MBA / PGP,76.87,2023
CUT00894,CLG0090,CAT,General,MBA / PGP,95.8,2024
CUT00895,CLG0090,CAT,ST,MBA / PGP,77.68,2025
CUT00896,CLG0090,CAT,ST,MBA (Finance),77.3,2021
CUT00897,CLG0090,CAT,General,MBA (Finance),94.49,2022
CUT00898,CLG0090,CAT,General,MBA (Finance),94.32,2023
CUT00899,CLG0090,CAT,General,MBA (Finance),95.58,2024
CUT00900,CLG0090,CAT,OBC-NCL,MBA (Finance),93.77,2025
CUT00901,CLG0091,CAT,OBC-NCL,MBA / PGP,90.03,2021
CUT00902,CLG0091,CAT,ST,MBA / PGP,76.29,2022
CUT00903,CLG0091,CAT,ST,MBA / PGP,76.88,2023
CUT00904,CLG0091,CAT,ST,MBA / PGP,76.65,2024
CUT00905,CLG0091,CAT,OBC-NCL,MBA / PGP,88.88,2025
CUT00906,CLG0091,CAT,General,MBA (Analytics),93.06,2021
CUT00907,CLG0091,CAT,ST,MBA (Analytics),76.52,2022
CUT00908,CLG0091,CAT,General,MBA (Analytics),95.13,2023
CUT00909,CLG0091,CAT,ST,MBA (Analytics),76.13,2024
CUT00910,CLG0091,CAT,OBC-NCL,MBA (Analytics),89.93,2025
CUT00911,CLG0092,CAT,SC,MBA (Finance),81.4,2021
CUT00912,CLG0092,CAT,ST,MBA (Finance),75.86,2022
CUT00913,CLG0092,CAT,General,MBA (Finance),92.53,2023
CUT00914,CLG0092,CAT,General,MBA (Finance),94.53,2024
CUT00915,CLG0092,CAT,ST,MBA (Finance),76.28,2025
CUT00916,CLG0092,CAT,OBC-NCL,MBA (Analytics),90.77,2021
CUT00917,CLG0092,CAT,SC,MBA (Analytics),81.41,2022
CUT00918,CLG0092,CAT,ST,MBA (Analytics),73.52,2023
CUT00919,CLG0092,CAT,EWS,MBA (Analytics),91.47,2024
CUT00920,CLG0092,CAT,SC,MBA (Analytics),81.67,2025
CUT00921,CLG0093,CAT,General,MBA / PGP,94.78,2021
CUT00922,CLG0093,CAT,General,MBA / PGP,95.56,2022
CUT00923,CLG0093,CAT,OBC-NCL,MBA / PGP,89.43,2023
CUT00924,CLG0093,CAT,OBC-NCL,MBA / PGP,91.91,2024
CUT00925,CLG0093,CAT,OBC-NCL,MBA / PGP,91.93,2025
CUT00926,CLG0093,CAT,General,MBA (Analytics),94.84,2021
CUT00927,CLG0093,CAT,OBC-NCL,MBA (Analytics),91.44,2022
CUT00928,CLG0093,CAT,General,MBA (Analytics),93.28,2023
CUT00929,CLG0093,CAT,SC,MBA (Analytics),82.01,2024
CUT00930,CLG0093,CAT,OBC-NCL,MBA (Analytics),92.52,2025
CUT00931,CLG0094,CAT,General,MBA (Analytics),94.68,2021
CUT00932,CLG0094,CAT,General,MBA (Analytics),92.75,2022
CUT00933,CLG0094,CAT,ST,MBA (Analytics),76.45,2023
CUT00934,CLG0094,CAT,General,MBA (Analytics),94.42,2024
CUT00935,CLG0094,CAT,General,MBA (Analytics),92.62,2025
CUT00936,CLG0094,CAT,General,MBA (Finance),94.69,2021
CUT00937,CLG0094,CAT,OBC-NCL,MBA (Finance),89.63,2022
CUT00938,CLG0094,CAT,OBC-NCL,MBA (Finance),91.64,2023
CUT00939,CLG0094,CAT,SC,MBA (Finance),82.48,2024
CUT00940,CLG0094,CAT,General,MBA (Finance),92.44,2025
CUT00941,CLG0095,CAT,General,MBA / PGP,92.91,2021
CUT00942,CLG0095,CAT,OBC-NCL,MBA / PGP,87.89,2022
CUT00943,CLG0095,CAT,General,MBA / PGP,90.66,2023
CUT00944,CLG0095,CAT,General,MBA / PGP,92.17,2024
CUT00945,CLG0095,CAT,OBC-NCL,MBA / PGP,90.24,2025
CUT00946,CLG0095,CAT,OBC-NCL,MBA (Finance),89.76,2021
CUT00947,CLG0095,CAT,OBC-NCL,MBA (Finance),88.23,2022
CUT00948,CLG0095,CAT,OBC-NCL,MBA (Finance),88.07,2023
CUT00949,CLG0095,CAT,ST,MBA (Finance),73.93,2024
CUT00950,CLG0095,CAT,General,MBA (Finance),93.04,2025
CUT00951,CLG0096,CAT,General,MBA (Finance),92.16,2021
CUT00952,CLG0096,CAT,OBC-NCL,MBA (Finance),91.26,2022
CUT00953,CLG0096,CAT,OBC-NCL,MBA (Finance),91.45,2023
CUT00954,CLG0096,CAT,ST,MBA (Finance),73.49,2024
CUT00955,CLG0096,CAT,General,MBA (Finance),91.58,2025
CUT00956,CLG0096,CAT,General,MBA / PGP,92.11,2021
CUT00957,CLG0096,CAT,OBC-NCL,MBA / PGP,90.86,2022
CUT00958,CLG0096,CAT,ST,MBA / PGP,75.91,2023
CUT00959,CLG0096,CAT,EWS,MBA / PGP,90.59,2024
CUT00960,CLG0096,CAT,General,MBA / PGP,91.45,2025
CUT00961,CLG0097,CAT,SC,MBA / PGP,80.61,2021
CUT00962,CLG0097,CAT,OBC-NCL,MBA / PGP,89.44,2022
CUT00963,CLG0097,CAT,General,MBA / PGP,92.99,2023
CUT00964,CLG0097,CAT,EWS,MBA / PGP,90.22,2024
CUT00965,CLG0097,CAT,SC,MBA / PGP,81.37,2025
CUT00966,CLG0097,CAT,ST,MBA (Analytics),74.24,2021
CUT00967,CLG0097,CAT,General,MBA (Analytics),92.14,2022
CUT00968,CLG0097,CAT,General,MBA (Analytics),92.15,2023
CUT00969,CLG0097,CAT,OBC-NCL,MBA (Analytics),88.37,2024
CUT00970,CLG0097,CAT,SC,MBA (Analytics),80.09,2025
CUT00971,CLG0098,CAT,SC,MBA (Analytics),78.98,2021
CUT00972,CLG0098,CAT,General,MBA (Analytics),90.27,2022
CUT00973,CLG0098,CAT,General,MBA (Analytics),91.66,2023
CUT00974,CLG0098,CAT,ST,MBA (Analytics),75.63,2024
CUT00975,CLG0098,CAT,SC,MBA (Analytics),79.72,2025
CUT00976,CLG0098,CAT,EWS,MBA (Finance),88.9,2021
CUT00977,CLG0098,CAT,SC,MBA (Finance),79.71,2022
CUT00978,CLG0098,CAT,General,MBA (Finance),91.37,2023
CUT00979,CLG0098,CAT,ST,MBA (Finance),74.54,2024
CUT00980,CLG0098,CAT,ST,MBA (Finance),73.11,2025
CUT00981,CLG0099,CAT,SC,MBA (Finance),80.74,2021
CUT00982,CLG0099,CAT,SC,MBA (Finance),77.83,2022
CUT00983,CLG0099,CAT,ST,MBA (Finance),73.2,2023
CUT00984,CLG0099,CAT,ST,MBA (Finance),72.75,2024
CUT00985,CLG0099,CAT,OBC-NCL,MBA (Finance),90.53,2025
CUT00986,CLG0099,CAT,General,MBA (Analytics),91.58,2021
CUT00987,CLG0099,CAT,OBC-NCL,MBA (Analytics),87.49,2022
CUT00988,CLG0099,CAT,SC,MBA (Analytics),79.35,2023
CUT00989,CLG0099,CAT,OBC-NCL,MBA (Analytics),87.65,2024
CUT00990,CLG0099,CAT,General,MBA (Analytics),93.6,2025
CUT00991,CLG0100,CAT,OBC-NCL,MBA (Finance),88.29,2021
CUT00992,CLG0100,CAT,SC,MBA (Finance),80.49,2022
CUT00993,CLG0100,CAT,OBC-NCL,MBA (Finance),88.88,2023
CUT00994,CLG0100,CAT,OBC-NCL,MBA (Finance),86.13,2024
CUT00995,CLG0100,CAT,General,MBA (Finance),91.97,2025
CUT00996,CLG0100,CAT,OBC-NCL,MBA (Analytics),89.23,2021
CUT00997,CLG0100,CAT,OBC-NCL,MBA (Analytics),89.88,2022
CUT00998,CLG0100,CAT,EWS,MBA (Analytics),90.11,2023
CUT00999,CLG0100,CAT,OBC-NCL,MBA (Analytics),86.29,2024
CUT01000,CLG0100,CAT,OBC-NCL,MBA (Analytics),88.51,2025
CUT01001,CLG0101,NEET-UG,OBC-NCL,MBBS,205,2021
CUT01002,CLG0101,NEET-UG,SC,MBBS,731,2022
CUT01003,CLG0101,NEET-UG,ST,MBBS,1753,2023
CUT01004,CLG0101,NEET-UG,General,MBBS,55,2024
CUT01005,CLG0101,NEET-UG,OBC-NCL,MBBS,235,2025
CUT01006,CLG0101,NEET-UG,OBC-NCL,MBBS,207,2021
CUT01007,CLG0101,NEET-UG,OBC-NCL,MBBS,281,2022
CUT01008,CLG0101,NEET-UG,SC,MBBS,744,2023
CUT01009,CLG0101,NEET-UG,General,MBBS,55,2024
CUT01010,CLG0101,NEET-UG,EWS,MBBS,278,2025
CUT01011,CLG0102,NEET-UG,OBC-NCL,MBBS,14170,2021
CUT01012,CLG0102,NEET-UG,General,MBBS,2851,2022
CUT01013,CLG0102,NEET-UG,SC,MBBS,45274,2023
CUT01014,CLG0102,NEET-UG,EWS,MBBS,15093,2024
CUT01015,CLG0102,NEET-UG,General,MBBS,3481,2025
CUT01016,CLG0102,NEET-UG,ST,MBBS,88328,2021
CUT01017,CLG0102,NEET-UG,OBC-NCL,MBBS,14916,2022
CUT01018,CLG0102,NEET-UG,SC,MBBS,47192,2023
CUT01019,CLG0102,NEET-UG,ST,MBBS,98196,2024
CUT01020,CLG0102,NEET-UG,EWS,MBBS,17072,2025
CUT01021,CLG0103,NEET-UG,ST,MBBS,133401,2021
CUT01022,CLG0103,NEET-UG,General,MBBS,4811,2022
CUT01023,CLG0103,NEET-UG,OBC-NCL,MBBS,20388,2023
CUT01024,CLG0103,NEET-UG,General,MBBS,4870,2024
CUT01025,CLG0103,NEET-UG,OBC-NCL,MBBS,22321,2025
CUT01026,CLG0103,NEET-UG,General,MBBS,4740,2021
CUT01027,CLG0103,NEET-UG,OBC-NCL,MBBS,19162,2022
CUT01028,CLG0103,NEET-UG,General,MBBS,5345,2023
CUT01029,CLG0103,NEET-UG,SC,MBBS,61073,2024
CUT01030,CLG0103,NEET-UG,OBC-NCL,MBBS,21543,2025
CUT01031,CLG0104,NEET-UG,EWS,MBBS,20426,2021
CUT01032,CLG0104,NEET-UG,OBC-NCL,MBBS,17215,2022
CUT01033,CLG0104,NEET-UG,General,MBBS,3665,2023
CUT01034,CLG0104,NEET-UG,SC,MBBS,46692,2024
CUT01035,CLG0104,NEET-UG,General,MBBS,3254,2025
CUT01036,CLG0104,NEET-UG,SC,MBBS,54164,2021
CUT01037,CLG0104,NEET-UG,OBC-NCL,MBBS,15310,2022
CUT01038,CLG0104,NEET-UG,SC,MBBS,47666,2023
CUT01039,CLG0104,NEET-UG,OBC-NCL,MBBS,15697,2024
CUT01040,CLG0104,NEET-UG,OBC-NCL,MBBS,16319,2025
CUT01041,CLG0105,NEET-UG,General,MBBS,5583,2021
CUT01042,CLG0105,NEET-UG,General,MBBS,4892,2022
CUT01043,CLG0105,NEET-UG,ST,MBBS,178261,2023
CUT01044,CLG0105,NEET-UG,General,MBBS,5397,2024
CUT01045,CLG0105,NEET-UG,ST,MBBS,163336,2025
CUT01046,CLG0105,NEET-UG,General,MBBS,5417,2021
CUT01047,CLG0105,NEET-UG,General,MBBS,4845,2022
CUT01048,CLG0105,NEET-UG,SC,MBBS,76798,2023
CUT01049,CLG0105,NEET-UG,SC,MBBS,73753,2024
CUT01050,CLG0105,NEET-UG,General,MBBS,5527,2025
CUT01051,CLG0106,NEET-UG,SC,MBBS,89080,2021
CUT01052,CLG0106,NEET-UG,SC,MBBS,92308,2022
CUT01053,CLG0106,NEET-UG,General,MBBS,6640,2023
CUT01054,CLG0106,NEET-UG,OBC-NCL,MBBS,27765,2024
CUT01055,CLG0106,NEET-UG,OBC-NCL,MBBS,25761,2025
CUT01056,CLG0106,NEET-UG,General,MBBS,5681,2021
CUT01057,CLG0106,NEET-UG,General,MBBS,6233,2022
CUT01058,CLG0106,NEET-UG,EWS,MBBS,36827,2023
CUT01059,CLG0106,NEET-UG,OBC-NCL,MBBS,27093,2024
CUT01060,CLG0106,NEET-UG,General,MBBS,6433,2025
CUT01061,CLG0107,NEET-UG,OBC-NCL,MBBS,32514,2021
CUT01062,CLG0107,NEET-UG,SC,MBBS,85962,2022
CUT01063,CLG0107,NEET-UG,OBC-NCL,MBBS,30084,2023
CUT01064,CLG0107,NEET-UG,SC,MBBS,90446,2024
CUT01065,CLG0107,NEET-UG,OBC-NCL,MBBS,28032,2025
CUT01066,CLG0107,NEET-UG,General,MBBS,7430,2021
CUT01067,CLG0107,NEET-UG,OBC-NCL,MBBS,29615,2022
CUT01068,CLG0107,NEET-UG,General,MBBS,7540,2023
CUT01069,CLG0107,NEET-UG,General,MBBS,6666,2024
CUT01070,CLG0107,NEET-UG,General,MBBS,6582,2025
CUT01071,CLG0108,NEET-UG,General,MBBS,8415,2021
CUT01072,CLG0108,NEET-UG,SC,MBBS,88735,2022
CUT01073,CLG0108,NEET-UG,OBC-NCL,MBBS,35874,2023
CUT01074,CLG0108,NEET-UG,General,MBBS,7849,2024
CUT01075,CLG0108,NEET-UG,General,MBBS,7633,2025
CUT01076,CLG0108,NEET-UG,General,MBBS,7906,2021
CUT01077,CLG0108,NEET-UG,General,MBBS,7851,2022
CUT01078,CLG0108,NEET-UG,General,MBBS,8094,2023
CUT01079,CLG0108,NEET-UG,OBC-NCL,MBBS,34403,2024
CUT01080,CLG0108,NEET-UG,EWS,MBBS,43664,2025
CUT01081,CLG0109,NEET-UG,OBC-NCL,MBBS,37228,2021
CUT01082,CLG0109,NEET-UG,ST,MBBS,237997,2022
CUT01083,CLG0109,NEET-UG,ST,MBBS,233483,2023
CUT01084,CLG0109,NEET-UG,ST,MBBS,217533,2024
CUT01085,CLG0109,NEET-UG,OBC-NCL,MBBS,36956,2025
CUT01086,CLG0109,NEET-UG,EWS,MBBS,43661,2021
CUT01087,CLG0109,NEET-UG,OBC-NCL,MBBS,38923,2022
CUT01088,CLG0109,NEET-UG,General,MBBS,7429,2023
CUT01089,CLG0109,NEET-UG,General,MBBS,7706,2024
CUT01090,CLG0109,NEET-UG,ST,MBBS,224080,2025
CUT01091,CLG0110,NEET-UG,EWS,MBBS,47188,2021
CUT01092,CLG0110,NEET-UG,General,MBBS,9443,2022
CUT01093,CLG0110,NEET-UG,EWS,MBBS,48428,2023
CUT01094,CLG0110,NEET-UG,SC,MBBS,136808,2024
CUT01095,CLG0110,NEET-UG,General,MBBS,7926,2025
CUT01096,CLG0110,NEET-UG,General,MBBS,7563,2021
CUT01097,CLG0110,NEET-UG,OBC-NCL,MBBS,35939,2022
CUT01098,CLG0110,NEET-UG,General,MBBS,8195,2023
CUT01099,CLG0110,NEET-UG,General,MBBS,9832,2024
CUT01100,CLG0110,NEET-UG,General,MBBS,8189,2025
CUT01101,CLG0111,NEET-UG,SC,MBBS,130669,2021
CUT01102,CLG0111,NEET-UG,OBC-NCL,MBBS,39244,2022
CUT01103,CLG0111,NEET-UG,General,MBBS,9180,2023
CUT01104,CLG0111,NEET-UG,OBC-NCL,MBBS,38904,2024
CUT01105,CLG0111,NEET-UG,SC,MBBS,130883,2025
CUT01106,CLG0111,NEET-UG,SC,MBBS,116094,2021
CUT01107,CLG0111,NEET-UG,General,MBBS,8162,2022
CUT01108,CLG0111,NEET-UG,OBC-NCL,MBBS,40008,2023
CUT01109,CLG0111,NEET-UG,General,MBBS,9810,2024
CUT01110,CLG0111,NEET-UG,SC,MBBS,129986,2025
CUT01111,CLG0112,NEET-UG,EWS,MBBS,57649,2021
CUT01112,CLG0112,NEET-UG,General,MBBS,9355,2022
CUT01113,CLG0112,NEET-UG,OBC-NCL,MBBS,37113,2023
CUT01114,CLG0112,NEET-UG,OBC-NCL,MBBS,41250,2024
CUT01115,CLG0112,NEET-UG,ST,MBBS,279521,2025
CUT01116,CLG0112,NEET-UG,OBC-NCL,MBBS,44911,2021
CUT01117,CLG0112,NEET-UG,General,MBBS,8430,2022
CUT01118,CLG0112,NEET-UG,OBC-NCL,MBBS,43382,2023
CUT01119,CLG0112,NEET-UG,ST,MBBS,295618,2024
CUT01120,CLG0112,NEET-UG,SC,MBBS,114465,2025
CUT01121,CLG0113,NEET-UG,General,MBBS,9727,2021
CUT01122,CLG0113,NEET-UG,SC,MBBS,145164,2022
CUT01123,CLG0113,NEET-UG,OBC-NCL,MBBS,42383,2023
CUT01124,CLG0113,NEET-UG,General,MBBS,11068,2024
CUT01125,CLG0113,NEET-UG,EWS,MBBS,61687,2025
CUT01126,CLG0113,NEET-UG,OBC-NCL,MBBS,46862,2021
CUT01127,CLG0113,NEET-UG,SC,MBBS,143781,2022
CUT01128,CLG0113,NEET-UG,OBC-NCL,MBBS,44233,2023
CUT01129,CLG0113,NEET-UG,General,MBBS,9474,2024
CUT01130,CLG0113,NEET-UG,EWS,MBBS,54117,2025
CUT01131,CLG0114,NEET-UG,OBC-NCL,MBBS,44247,2021
CUT01132,CLG0114,NEET-UG,OBC-NCL,MBBS,43383,2022
CUT01133,CLG0114,NEET-UG,SC,MBBS,156676,2023
CUT01134,CLG0114,NEET-UG,General,MBBS,11746,2024
CUT01135,CLG0114,NEET-UG,OBC-NCL,MBBS,55046,2025
CUT01136,CLG0114,NEET-UG,SC,MBBS,140191,2021
CUT01137,CLG0114,NEET-UG,General,MBBS,10100,2022
CUT01138,CLG0114,NEET-UG,General,MBBS,10960,2023
CUT01139,CLG0114,NEET-UG,General,MBBS,11951,2024
CUT01140,CLG0114,NEET-UG,OBC-NCL,MBBS,51910,2025
CUT01141,CLG0115,NEET-UG,General,MBBS,12001,2021
CUT01142,CLG0115,NEET-UG,SC,MBBS,172703,2022
CUT01143,CLG0115,NEET-UG,General,MBBS,11662,2023
CUT01144,CLG0115,NEET-UG,General,MBBS,11313,2024
CUT01145,CLG0115,NEET-UG,OBC-NCL,MBBS,50963,2025
CUT01146,CLG0115,NEET-UG,ST,MBBS,315162,2021
CUT01147,CLG0115,NEET-UG,SC,MBBS,181270,2022
CUT01148,CLG0115,NEET-UG,General,MBBS,11339,2023
CUT01149,CLG0115,NEET-UG,SC,MBBS,181098,2024
CUT01150,CLG0115,NEET-UG,OBC-NCL,MBBS,49149,2025
CUT01151,CLG0116,NEET-UG,General,MBBS,10293,2021
CUT01152,CLG0116,NEET-UG,SC,MBBS,165995,2022
CUT01153,CLG0116,NEET-UG,General,MBBS,12262,2023
CUT01154,CLG0116,NEET-UG,OBC-NCL,MBBS,51237,2024
CUT01155,CLG0116,NEET-UG,OBC-NCL,MBBS,53463,2025
CUT01156,CLG0116,NEET-UG,EWS,MBBS,58385,2021
CUT01157,CLG0116,NEET-UG,General,MBBS,13140,2022
CUT01158,CLG0116,NEET-UG,EWS,MBBS,64344,2023
CUT01159,CLG0116,NEET-UG,SC,MBBS,159252,2024
CUT01160,CLG0116,NEET-UG,EWS,MBBS,68864,2025
CUT01161,CLG0117,CLAT,General,LLM,180,2021
CUT01162,CLG0117,CLAT,General,LLM,159,2022
CUT01163,CLG0117,CLAT,OBC-NCL,LLM,723,2023
CUT01164,CLG0117,CLAT,ST,LLM,4493,2024
CUT01165,CLG0117,CLAT,EWS,LLM,886,2025
